nameOfIssuer,cusip,value,shares,sshPrnamtType,putCall,investmentDiscretion,otherManager,soleVotingAuthority,sharedVotingAuthority,noneVotingAuthority,ownedBy,ownedByName
VANGUARD INDEX FDS,922908595,5764,43290,SH,,DFND,3,41473,0,1817,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908595,19,144,SH,,DFND,5,144,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908595,1512,11356,SH,,DFND,19,11356,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908595,1856,13939,SH,,DFND,21,13939,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908595,5823,43738,SH,,DFND,23,7295,0,36443,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,38,312,SH,,DFND,2,312,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,6596,54514,SH,,DFND,3,44736,0,9778,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,1806,14927,SH,,DFND,5,14927,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,176,1453,SH,,DFND,8,1453,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,1298,10731,SH,,DFND,19,10731,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,93,770,SH,,OTR,19,770,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,19975,165084,SH,,DFND,21,160331,0,4753,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908611,1958,16185,SH,,DFND,23,3524,0,12661,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,23152,175886,SH,,DFND,3,111393,0,64493,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,2020,15345,SH,,DFND,5,15345,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,740,5620,SH,,DFND,8,5620,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,177,1344,SH,,DFND,11,464,880,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,234,1779,SH,,DFND,19,1779,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,12846,97590,SH,,DFND,21,95052,0,2538,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,11,82,SH,,DFND,29,82,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908629,718,5455,SH,,DFND,,2930,2525,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908637,237,2320,SH,,DFND,2,2320,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908637,41648,406841,SH,,DFND,3,400156,0,6685,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908637,5345,52209,SH,,DFND,5,52209,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908637,26,255,SH,,DFND,7,0,255,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908637,170,1664,SH,,DFND,8,1664,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908637,951,9289,SH,,DFND,21,9289,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908652,9854,102749,SH,,DFND,3,98789,0,3960,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908652,3901,40674,SH,,DFND,5,40674,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908652,25,256,SH,,DFND,8,256,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908652,206,2147,SH,,DFND,11,2147,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908652,52,539,SH,,DFND,21,420,0,119,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908736,39897,357889,SH,,DFND,3,269748,0,88141,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908736,370,3318,SH,,DFND,5,3318,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908736,22,195,SH,,DFND,7,0,195,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908736,1392,12486,SH,,DFND,19,12486,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908736,80,720,SH,,OTR,19,720,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908736,4022,36079,SH,,DFND,21,35799,0,280,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908736,17,150,SH,,DFND,23,55,0,95,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,69776,750203,SH,,DFND,3,670606,0,79597,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,232,2495,SH,,DFND,5,2495,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,27,293,SH,,DFND,7,0,293,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,766,8240,SH,,DFND,11,8240,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,2308,24812,SH,,DFND,15,24812,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,703,7562,SH,,DFND,19,7562,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,2984,32079,SH,,DFND,21,32079,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908744,375,4030,SH,,DFND,25,4030,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,59,458,SH,,DFND,2,458,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,42895,332623,SH,,DFND,3,223729,0,108894,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,2339,18135,SH,,DFND,5,18135,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,209,1620,SH,,DFND,8,1075,545,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,60051,465658,SH,,DFND,19,464908,0,750,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,494,3834,SH,,OTR,19,3834,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,45194,350448,SH,,DFND,21,345350,0,5098,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,4365,33844,SH,,DFND,23,246,0,33598,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,96,742,SH,,DFND,24,0,0,742,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908751,119,925,SH,,DFND,,925,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,102312,887198,SH,,DFND,3,804099,0,83099,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,28690,248783,SH,,DFND,5,248783,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,251,2180,SH,,DFND,7,0,2180,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,2817,24427,SH,,DFND,8,24427,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,35,300,SH,,DFND,13,300,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,4,32,SH,,DFND,14,32,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,1563,13550,SH,,DFND,19,13550,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,537,4660,SH,,DFND,21,4660,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,3,30,SH,,DFND,23,30,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,396,3433,SH,,DFND,24,625,0,2808,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,3644,31600,SH,,DFND,29,31600,0,0,1000275,ROYAL  BANK  OF  CANAD
VANGUARD INDEX FDS,922908769,134,1160,SH,,DFND,,1160,0,0,1000275,ROYAL  BANK  OF  CANAD
VERITEX HLDGS INC,923451108,10,390,SH,,DFND,2,390,0,0,1000275,ROYAL  BANK  OF  CANAD
VERITEX HLDGS INC,923451108,13,500,SH,,DFND,3,500,0,0,1000275,ROYAL  BANK  OF  CANAD
VERITIV CORP,923454102,22,414,SH,,DFND,2,414,0,0,1000275,ROYAL  BANK  OF  CANAD
VERITIV CORP,923454102,11,213,SH,,DFND,3,104,0,109,1000275,ROYAL  BANK  OF  CANAD
VERITIV CORP,923454102,3,53,SH,,DFND,5,53,0,0,1000275,ROYAL  BANK  OF  CANAD
VERITIV CORP,923454102,6,120,SH,,DFND,19,120,0,0,1000275,ROYAL  BANK  OF  CANAD
VERITIV CORP,923454102,11,213,SH,,DFND,21,158,0,55,1000275,ROYAL  BANK  OF  CANAD
VERITIV CORP,923454102,4,72,SH,,DFND,23,40,0,32,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,2311,54800,SH,Call,DFND,5,54800,0,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,148852,3529797,SH,,DFND,1,3529797,0,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,239,5656,SH,,DFND,3,4910,0,746,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,108936,2583257,SH,,DFND,5,2583257,0,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,18307,434124,SH,,DFND,7,0,434124,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,1875,44474,SH,,DFND,8,34922,9552,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,60,1415,SH,,DFND,9,1415,0,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,5,123,SH,,DFND,15,123,0,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,34,815,SH,,DFND,,815,0,0,1000275,ROYAL  BANK  OF  CANAD
VERMILION ENERGY INC,923725105,2286,54200,SH,,SOLE,,54200,0,0,1000275,ROYAL  BANK  OF  CANAD
VERSAR INC,925297103,0,43,SH,,DFND,2,43,0,0,1000275,ROYAL  BANK  OF  CANAD
VIAVI SOLUTIONS INC,925550105,818,100000,SH,Put,DFND,3,100000,0,0,1000275,ROYAL  BANK  OF  CANAD
VIAVI SOLUTIONS INC,925550105,108,13234,SH,,DFND,2,13234,0,0,1000275,ROYAL  BANK  OF  CANAD
VIAVI SOLUTIONS INC,925550105,438,53554,SH,,DFND,3,52982,0,572,1000275,ROYAL  BANK  OF  CANAD
VIAVI SOLUTIONS INC,925550105,43,5316,SH,,DFND,5,5316,0,0,1000275,ROYAL  BANK  OF  CANAD
VIAVI SOLUTIONS INC,925550105,4,513,SH,,DFND,21,513,0,0,1000275,ROYAL  BANK  OF  CANAD
VIAVI SOLUTIONS INC,925550105,26,3125,SH,,DFND,,3125,0,0,1000275,ROYAL  BANK  OF  CANAD
VICOR CORP,925815102,12,779,SH,,DFND,2,779,0,0,1000275,ROYAL  BANK  OF  CANAD
VICOR CORP,925815102,1,45,SH,,DFND,21,45,0,0,1000275,ROYAL  BANK  OF  CANAD
VILLAGE SUPER MKT INC,927107409,10,316,SH,,DFND,2,316,0,0,1000275,ROYAL  BANK  OF  CANAD
VILLAGE SUPER MKT INC,927107409,154,4982,SH,,DFND,3,4982,0,0,1000275,ROYAL  BANK  OF  CANAD
VINA CONCHA Y TORO S A,927191106,0,2,SH,,DFND,3,2,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA GOLD CORP,927926303,0,10,SH,,DFND,5,10,0,0,1000275,ROYAL  BANK  OF  CANAD
VIRTU FINL INC,928254101,25,1549,SH,,DFND,2,1549,0,0,1000275,ROYAL  BANK  OF  CANAD
VIRTU FINL INC,928254101,9,575,SH,,DFND,5,575,0,0,1000275,ROYAL  BANK  OF  CANAD
VIRTU FINL INC,928254101,58,3610,SH,,DFND,21,3610,0,0,1000275,ROYAL  BANK  OF  CANAD
VISHAY INTERTECHNOLOGY INC,928298108,247,15256,SH,,DFND,2,15256,0,0,1000275,ROYAL  BANK  OF  CANAD
VISHAY INTERTECHNOLOGY INC,928298108,4,249,SH,,DFND,3,249,0,0,1000275,ROYAL  BANK  OF  CANAD
VISHAY INTERTECHNOLOGY INC,928298108,0,11,SH,,DFND,5,11,0,0,1000275,ROYAL  BANK  OF  CANAD
VISHAY INTERTECHNOLOGY INC,928298108,3,207,SH,,DFND,21,207,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,108,2924,SH,,DFND,2,2924,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,116,3136,SH,,DFND,3,2866,0,270,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,28,764,SH,,DFND,5,764,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,18,500,SH,,DFND,8,500,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,9,238,SH,,DFND,15,238,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,31,852,SH,,DFND,19,852,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,15,418,SH,,DFND,21,418,0,0,1000275,ROYAL  BANK  OF  CANAD
VISTA OUTDOOR INC,928377100,3,86,SH,,DFND,23,86,0,0,1000275,ROYAL  BANK  OF  CANAD
VIVUS INC,928551100,312,271500,SH,,DFND,3,271500,0,0,1000275,ROYAL  BANK  OF  CANAD
VIVUS INC,928551100,0,430,SH,,DFND,5,430,0,0,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,3700,47000,SH,Call,DFND,3,47000,0,0,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,8429,107058,SH,,DFND,1,107058,0,0,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,1662,21105,SH,,DFND,3,18538,0,2567,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,1095,13914,SH,,DFND,5,13914,0,0,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,32,401,SH,,DFND,15,401,0,0,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,4408,55986,SH,,DFND,23,52031,0,3955,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,331,4205,SH,,OTR,23,4205,0,0,1000275,ROYAL  BANK  OF  CANAD
VMWARE INC,928563402,13771,174917,SH,,SOLE,,174917,0,0,1000275,ROYAL  BANK  OF  CANAD
VOLITIONRX LTD,928661107,64,14000,SH,,DFND,3,14000,0,0,1000275,ROYAL  BANK  OF  CANAD
VOLT INFORMATION SCIENCES IN,928703107,166,24200,SH,,DFND,4,0,24200,0,1000275,ROYAL  BANK  OF  CANAD
WI-LAN INC,928972108,1964,1204666,SH,,DFND,5,1204666,0,0,1000275,ROYAL  BANK  OF  CANAD
WI-LAN INC,928972108,1,666,SH,,DFND,7,0,666,0,1000275,ROYAL  BANK  OF  CANAD
WI-LAN INC,928972108,32,19558,SH,,DFND,8,19558,0,0,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,44,426,SH,,DFND,1,426,0,0,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,376,3607,SH,,DFND,2,3607,0,0,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,3434,32898,SH,,DFND,3,30610,0,2288,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,259,2480,SH,,DFND,5,2480,0,0,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,29,280,SH,,DFND,15,280,0,0,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,3,32,SH,,OTR,19,0,0,32,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,35,338,SH,,DFND,21,338,0,0,1000275,ROYAL  BANK  OF  CANAD
VORNADO RLTY TR,929042109,61,587,SH,,DFND,23,0,0,587,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,8755,223236,SH,,DFND,1,223236,0,0,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,14,356,SH,,DFND,2,356,0,0,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,5442,138759,SH,,DFND,3,131597,0,7162,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,112,2863,SH,,DFND,5,2863,0,0,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,35,904,SH,,DFND,8,904,0,0,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,29,737,SH,,DFND,21,737,0,0,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,482,12279,SH,,DFND,23,12279,0,0,1000275,ROYAL  BANK  OF  CANAD
VOYA FINL INC,929089100,8,200,SH,,SOLE,,200,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,2103,16800,SH,Put,DFND,3,16800,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,27,213,SH,,DFND,1,213,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,442,3528,SH,,DFND,2,3528,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,5826,46553,SH,,DFND,3,39936,0,6617,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,2384,19051,SH,,DFND,5,19051,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,103,825,SH,,DFND,8,825,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,67,532,SH,,DFND,15,532,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,11033,88158,SH,,DFND,19,88158,0,0,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,3,20,SH,,OTR,19,15,0,5,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,11388,90997,SH,,DFND,21,85674,0,5323,1000275,ROYAL  BANK  OF  CANAD
VULCAN MATLS CO,929160109,91,724,SH,,DFND,24,208,0,516,1000275,ROYAL  BANK  OF  CANAD
WD-40 CO,929236107,475,4059,SH,,DFND,3,3355,0,704,1000275,ROYAL  BANK  OF  CANAD
WD-40 CO,929236107,344,2939,SH,,DFND,5,2939,0,0,1000275,ROYAL  BANK  OF  CANAD
WD-40 CO,929236107,20,173,SH,,DFND,21,173,0,0,1000275,ROYAL  BANK  OF  CANAD
WSFS FINL CORP,929328102,86,1866,SH,,DFND,2,1866,0,0,1000275,ROYAL  BANK  OF  CANAD
WSFS FINL CORP,929328102,12,266,SH,,DFND,3,266,0,0,1000275,ROYAL  BANK  OF  CANAD
WSFS FINL CORP,929328102,1,17,SH,,DFND,5,17,0,0,1000275,ROYAL  BANK  OF  CANAD
WSFS FINL CORP,929328102,3,60,SH,,DFND,15,60,0,0,1000275,ROYAL  BANK  OF  CANAD
WSFS FINL CORP,929328102,345,7445,SH,,DFND,23,7445,0,0,1000275,ROYAL  BANK  OF  CANAD
WVS FINL CORP,929358109,5,330,SH,,DFND,3,0,0,330,1000275,ROYAL  BANK  OF  CANAD
WABASH NATL CORP,929566107,69,4335,SH,,DFND,2,4335,0,0,1000275,ROYAL  BANK  OF  CANAD
WABASH NATL CORP,929566107,34,2121,SH,,DFND,3,221,0,1900,1000275,ROYAL  BANK  OF  CANAD
WABASH NATL CORP,929566107,245,15459,SH,,DFND,5,15459,0,0,1000275,ROYAL  BANK  OF  CANAD
WABASH NATL CORP,929566107,469,29641,SH,,DFND,23,29641,0,0,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,390,4695,SH,,DFND,2,4695,0,0,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,3274,39431,SH,,DFND,3,37438,0,1993,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,29121,350775,SH,,DFND,4,0,293817,56958,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,8188,98630,SH,,DFND,5,98630,0,0,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,2697,32489,SH,,DFND,7,0,32489,0,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,56,670,SH,,DFND,8,0,670,0,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,29,349,SH,,DFND,15,349,0,0,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,23004,277091,SH,,DFND,19,276851,0,240,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,169,2040,SH,,OTR,19,1945,0,95,1000275,ROYAL  BANK  OF  CANAD
WABTEC CORP,929740108,24831,299098,SH,,DFND,21,287383,0,11715,1000275,ROYAL  BANK  OF  CANAD
WADDELL & REED FINL INC,930059100,188,9650,SH,,DFND,2,9650,0,0,1000275,ROYAL  BANK  OF  CANAD
WADDELL & REED FINL INC,930059100,266,13625,SH,,DFND,3,13225,0,400,1000275,ROYAL  BANK  OF  CANAD
WADDELL & REED FINL INC,930059100,0,15,SH,,DFND,21,15,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,207,2862,SH,,DFND,1,2862,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,172,2369,SH,,DFND,2,2369,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,380,5240,SH,,DFND,3,5017,0,223,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,1350,18620,SH,,DFND,4,0,10360,8260,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,983,13563,SH,,DFND,5,13563,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,25,350,SH,,DFND,15,350,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,5,71,SH,,DFND,21,71,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,4359,60123,SH,,DFND,23,56299,0,3824,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,829,11438,SH,,OTR,23,0,0,11438,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,1797,24785,SH,,DFND,27;23,24785,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,1492,20579,SH,,DFND,28;23,20579,0,0,1000275,ROYAL  BANK  OF  CANAD
WAGEWORKS INC,930427109,2673,36863,SH,,DFND,30;23,36863,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,11363,164400,SH,Call,DFND,2,164400,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,6152,89000,SH,Call,DFND,3,89000,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,5944,86000,SH,Put,DFND,2,86000,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,38811,561500,SH,Put,DFND,3,561500,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,122354,1770165,SH,,DFND,1,1770165,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,50045,724032,SH,,DFND,3,588179,0,135853,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,58114,840764,SH,,DFND,5,840764,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,1002,14491,SH,,DFND,7,0,14491,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,2718,39317,SH,,DFND,8,39217,100,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,104,1500,SH,,DFND,13,1500,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,128,1850,SH,,DFND,14,1850,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,357,5166,SH,,DFND,15,5166,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,20074,290428,SH,,DFND,19,290208,0,220,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,102,1470,SH,,OTR,19,1396,0,74,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,40302,583075,SH,,DFND,21,557887,0,25188,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,7364,106536,SH,,DFND,23,95147,0,11389,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,313,4525,SH,,OTR,23,4525,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,138,1994,SH,,DFND,24,0,0,1994,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,16,236,SH,,DFND,29,236,0,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,1321,19117,SH,,DFND,,8338,10779,0,1000275,ROYAL  BANK  OF  CANAD
WAL-MART STORES INC,931142103,1237,17900,SH,,SOLE,,17900,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,2011,24300,SH,Call,DFND,3,24300,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,24629,297600,SH,Put,DFND,3,297600,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,42568,514360,SH,,DFND,1,514360,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,1911,23090,SH,,DFND,2,23090,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,44639,539381,SH,,DFND,3,446844,0,92537,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,41901,506290,SH,,DFND,5,506290,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,480,5805,SH,,DFND,7,0,5805,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,1225,14801,SH,,DFND,8,14341,460,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,190,2300,SH,,DFND,14,2300,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,532,6424,SH,,DFND,15,6424,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,659,7957,SH,,DFND,19,7957,0,0,1000275,ROYAL  BANK  OF  CANAD
WALGREENS BOOTS ALLIANCE INC,931427108,169,2043,SH,,OTR,19,0,0,2043,1000275,ROYAL  BANK  OF  CANAD
